offensive,text
0,"['bine', 'golan', 'decat', 'activist']"
0,"['lau', 'votat', 'iliescu', 'siau', 'meritat', 'soarta', 'nsa', 'nicio', 'vina', 'urmat', 'prostia', 'plateste']"
1,"['ccat', 'telefon', 'acum', 'iphone', 'plus', 'treaba', 'bine']"
1,"['ceri', 'lu', 'mata', 'ac', 'merge']"
1,"['mous', 'saptamana', 'spune', 'mizerie', 'vorbesti', 'produs', 'lai', 'testat', 'lai', 'tinut', 'mana']"
0,"['experienta', 'urata', 'mia', 'teama', 'trecut', 'ajutorul', 'psiholog', 'bn']"
1,"['vrjeal', 'buna', 'reclama', 'exagerat', 'protectiva', 'smi', 'iei', 'lebarun', 'gura', 'mata', 'c', 'aa']"
0,"['daa', 'acum', 'comenteaza', 'totii', 'mari', 'bucatari', 'stiu', 'fac', 'cartofi', 'prajitiasa', 'romanul', 'vorbeasca', 'prost', 'rost']"
1,"['iati', 'note', 'vrei', 'til', 'permiti', 'rate', 'ani', 'mori', 'foame', 'cauti', 'pui', 'review', 'macar', 'telefonul', 'frustrati']"
1,"['prost', 'esti', 'really', 'modul', 'atomizorul', 'apropo', 'scoate', 'scote']"
0,"['incercat', 'bune']"
1,"['exact', 'opusul', 'scrie', 'descriere', 'acopera', 'ecranul', 'rezistenta', 'ulei', 'praf', 'strica', 'calitatea', 'ecranului', 'macar', 'poza', 'mica', 'decat', 'ecranul', 'margini', 'negre', 'laterare', 'lipici', 'strica', 'vederea', 'ecranului', 'recomand', 'cumparati', 'niciun', 'produs', 'online', 'veti', 'primi', 'eap']"
0,"['vorbit', 'odata', 'somn']"
0,"['ani', 'salariul', 'minim', 'economie', 'euro', 'rasul', 'curcilor']"
1,"['tare', 'ani', 'merge', 'pampersul', 'bebelusi', 'naspa', 'putin', 'surorii', 'curs', 'cacatu', 'pampers']"
1,"['lucrezi', 'retelistica', 'fereasca', 'dumnezeu', 'penal', 'review', 'posibil', 'habar', 'nai', 'diferenta', 'mb', 'mb', 'lucrez', 'retelistica']"
1,"['luai', 'cuburi', 'firma', 'rubik', 'scumpe', 'fapt', 'slabe', 'mic', 'greu', 'dect', 'cub', 'dect', 'dinala', 'lei', 'bine', 'spus', 'miam', 'luat', 'eap', 'ales', 'c', 'dac', 'l', 'adjustezi', 'ntmpl', 'ccat', 'rmne', 'ales', 'c', 'duc', 'stickerele', 'rapid']"
1,"['luat', 'germania', 'super', 'bun', 'pare', 'vrea', 'aiba', 'tehnologie', 'stiu', 'foloseasca']"
1,"['stii', 'citesti', 'esti', 'analfabet', 'stiu', 'clientul', 'cumpara', 'vanzatorul', 'trateaza', 'client', 'problema', 'esti', 'analfabet', 'stii', 'citesti', 'gasesti', 'cauta', 'cumparat', 'firma', 'tab', 'computers', 'tibi', 'ghinet', 'numele', 'stii', 'citesti', 'rost', 'fac', 'antireclama', 'pare', 'vand', 'baterii', 'bateria', 'luni', 'vechime', 'cumparato', 'mio', 'schimbi', 'acum', 'normal', 'fraier', 'trebuie', 'clientul']"
1,['cacat']
0,"['concluzia', 'bucuram', 'vin', 'zile', 'fericite', 'speranta', 'cetatenii', 'romani', 'traiasca', 'republica', 'socialista', 'romania']"
0,"['parte', 'meserie', 'bucatar']"
1,"['nainte', 's', 'generalizeziprecum', 'c', 'toi', 'romnii', 'inculite', 'rog', 'ncearc', 's', 'contient', 'faptul', 'c', 'faci', 'parte', 'noii', 'credem', 'c', 'muli', 'romni', 'culi', 'dect', 'n', 'domeniu', 'numaimentalitatea', 'negativ', 'bine', 'nimnuinici', 'mcar', 'ieps', 'eti', 'certat', 'binior', 'semnele', 'punctuaie']"
1,"['genul', 'uit', 'aparut', 'recomandate', 'adi', 'gandire', 'platouniste', 'pupincuristi', 'rusine']"
1,"['mori', 'ok']"
0,"['multumesc', 'frumos', 'vlog', 'documentar', 'astept', 'apara', 'filmul', 'cernobyl', 'curios']"
1,"['ferii', 'spunei', 'adevarul', 'client']"
0,"['nas', 'merge', 'acolo', 'mort']"
1,"['ardatear', 'focul', 'vandut', 'celalalt', 'rinichi', 'nebunule', 'anunti', 'vinzi', 'coaiele']"
1,"['rating', 'minus', 'nite', 'chinezrii', 'ordinare', 'pr', 'sintetic', 'toat', 'jena', 's', 'menionez', 'c', 'miau', 'venit', 'rupte', 'vede', 'c', 'aa', 'concepute', 'deteriorat', 'cauza', 'transportului', 'rmas', 'efectiv', 'mnerul', 'n', 'mn', 'dezamgitor', 'emag', 'ptai', 'imaginea', 'distribuitori', 'cul']"
0,"['momentul', 'ani', 'na', 'loc', 'dezbatere']"
1,"['faci', 'comentariu', 'bine', 'scriai']"
1,"['probabil', 'trecut', 'matura', 'direct', 'aspirator', 'normal', 'omul', 'judeca', 'putere', 'pui', 'semnul', 'egal', 'w', 'putere', 'totala', 'w', 'putere', 'aspirare', 'inseamna', 'pana', 'acum', 'matura']"
1,"['firma', 'sameday', 'c', 'cinii', 'puteau', 'muri', 'foame', 'pn', 'cnd', 'livrau', 's', 'schimbe', 'numele', 'n', 'lateday']"
1,"['recomand', 'merge', 'electrod', 'supertit', 'intrerupe', 'timpul', 'suduri', 'teapa', 'afacerea']"
0,"['zic', 'erai', 'panicat', 'acolo']"
1,"['pretentii', 'pretul', 'omule']"
0,"['costa', 'stergeti', 'detalii', 'puneti', 'drapelul', 'romaniei']"
1,[]
1,"['cateva', 'cuvinte', 'sapt', 'achizitie', 'concluzia', 'sentimente', 'amestecate', 'imens', 'enorm', 'rama', 'groasa', 'rau', 'nau', 'facut', 'deloc', 'economie', 'plastic', 'mare', 'slim', 'inch', 'laptopul', 'tinut', 'pat', 'usurel', 'impresia', 'fragilitate', 'bine', 'finisat', 'materialul', 'oribil', 'oribil', 'trebuie', 'manusi', 'ptr', 'lasa', 'urme', 'plasticul', 'ecranul', 'decent', 'nuante', 'negru', 'deosebit', 'vazut', 'device', 'cardul', 'complet', 'asigurat', 'printrun', 'clic', 'introducerea', 'lam', 'miluit', 'sdxc', 'gb', 'ptr', 'stocare', 'intra', 'jumate', 'fanta', 'rahat', 'slot', 'functionat', 'functioneaza', 'bine', 'lam', 'agatat', 'manseta', 'iese', 'chestie', 'treaba', 'mijloc', 'oribil', 'personal', 'deranjeaza', 'lipsa', 'usburilor', 'portului', 'ajuns', 'bine', 'existe', 'nevoie', 'decat', 'invers', 'desemena', 'sunteul', 'slab', 'putere', 'calitate', 'decat', 'piata', 'faci', 'treaba', 'ptr', 'ascultat', 'manele', 'prispa', 'partea', 'buna', 'zboara', 'reactioneaza', 'instant', 'comenzi', 'lipsa', 'ram', 'impiedica', 'competitv', 'taburi', 'chrome', 'gafaie', 'bine', 'cred', 'apuca', 'inghete', 'ptr', 'net', 'socializare', 'birou', 'putin', 'ptr', 'timp', 'bun', 'caz', 'urgenta', 'editare', 'foto', 'tiff', 'mega', 'nui', 'place', 'compar', 'gericom', 'xxl', 'hp', 'x', 'mk', 'bineintles', 'performante', 'superior', 'planurile', 'lipseste', 'calitatea', 'special', 'feelingul', 'premium', 'celelalte', 'doua', 'ales', 'manevrabilitatea', 'hpului', 'perfect', 'ptr', 'casa', 'putin', 'birou', 'gandit', 'lenovo', 'sincer', 'mas', 'bucura', 'rezista', 'barem', 'jumate', 'rezistat', 'bun', 'casa', 'omului', 'ales', 'lam', 'luat', 'pret', 'cifre', 'virgula', 'mostra', 'metro', 'incomod', 'struto', 'camila', 'folosit', 'munca', 'desktop', 'zilnic', 'portabilitate', 'maxima', 'practic', 'grija', 'plus', 'scos', 'sare', 'evidenta', 'magar', 'ales', 'ptr', 'intampinat', 'probleme', 'webcamul', 'w', 'home', 'perfect', 'ptr', 'instalat', 'nus', 'recomandabile', 'cacanariile', 'lenovo', 'site', 'incetinesc', 'sistemul', 'rau', 'driverele', 'instalate', 'updatate', 'manual', 'rau', 'caz', 'driverbooster']"
1,"['produsele', 'telpur', 'cacat', 'cumparati', 'emag']"
0,"['acum', 'cateva', 'zile', 'terminat', 'call', 'of', 'duty', 'modern', 'warfare', 'miam', 'seama', 'chernobyl', 'super', 'trist', 'locul']"
1,"['toat', 'pula']"
1,"['jocuri', 'joistikul', 'praf', 'retrage', 'blitul', 'inutil', 'deoarece', 'poza', 'opreste']"
0,"['subscribe', 'like', 'curaj']"
0,"['folosesc', 'declaratiile', 'acumastia', 'vorbiti', 'libertateati', 'uitat']"
1,"['ncape', 'rupe', 'uor', 'kkt']"
1,"['produs', 'cacat', 'recomand', 'niciun', 'folos']"
0,"['uitam', 'functioneaza', 'memoria', 'creierul']"
1,"['plm', 'facei', 'reduceri', 'acelai', 'pre', 'ani', 'plm', 'facei', 'reduceri', 'acelai', 'pre', 'ani']"
0,"['pare', 'fascinant', 'reusit', 'faci', 'versiunea', 'romana', 'engleza', 'paralel', 'bravo', 'castigat', 'astept', 'sesiune', 'urmaresc', 'clipurile']"
1,"['deal', 'dracu', 'incapatanat', 'bune', 'midrange', 'pret', 'decent', 'pozele', 'sant', 'arzi', 'expresii', 'fensii', 'scrii', 'sant', 'baiatule']"
1,"['eap', 'p', 'smart']"
1,"['vreodata', 'mana', 'vorbesti', 'depre', 'slab', 'puternic', 'pariu', 'costa', 'loganu', 'lu', 'tactu', 'vb', 'pcuri', 'misto', 'lucruri', 'putea', 'permite', 'niciodata']"
0,"['oare', 'timp', 'dubleaza', 'volumul', 'aluatului', 'cred', 'las', 'putin']"
0,"['esti', 'bun']"
1,"['lei', 'lei', 'emag', 'nesimtit', 'emag', 'lauda', 'model']"
1,"['sony', 'preturile', 'ps', 'pro', 'emag', 'altex', 'leati', 'umflat', 'saracilor', 'sunteti', 'vati', 'vorbit', 'aveti', 'pretul', 'lei', 'zdrentelor', 'suntetii', 'rusine']"
1,"['sigur', 'vb', 'panasonic', 'samsung', 'tub', 'catodic', 'alceva', 'vad', 'facut', 'operatie', 'recent', 'ochisori']"
1,"['schimbaii', 'bateriile', 'inteligentule', 'adi', 'g']"
0,"['niciun', 'video', 'mia', 'captat', 'atentia']"
0,"['ani', 'mia', 'iesit', 'extraordinar', 'bine', 'cred', 'simpala', 'ste', 'reteta', 'pup', 'maria', 'popescu']"
1,"['l', 'bgat', 'n', 'cur', 'simte', 'ok']"
1,"['sursa', 'ct', 'falsifica', 'pana', 'certificarile', 'cauti', 'site', 'certificari', 'gasesti', 'degeaba', 'ziceti', 'ieftina', 'buna', 'defapt', 'w']"
0,"['acolo', 'nivel', 'letal', 'iradiati', 'poarta', 'masca', 'decat', 'combinezon', 'virus', 'ajungem', 'inchsi', 'case']"
1,"['bateria', 'eate', 'kkt', 'rest', 'tel', 'misca', 'bine']"
1,"['dracu', 'tia', 'lene', 'tai', 'scenele', 'reclame', 'wtf']"
1,"['produsul', 'montat', 'bine', 'repetat', 'operatiunea', 'rezultat', 'storcatorul', 'blocheaza', 'morcov', 'putin', 'gros', 'creion', 'valoreaza', 'bani', 'apropo', 'auzit', 'careva', 'ourusson', 'firmulita', 'apartament', 'elvetia', 'mati', 'convins', 'public', 'filmulet', 'real', 'site', 'reviewuri', 'buna']"
0,"['vazut', 'imagini', 'oras', 'vede', 'devastat', 'hoti', 'murit', 'exact', 'prosti', 'furi', 'acolo']"
1,['concluzia']
1,"['omu', 'dus', 'plina', 'tara', 'posibil', 'rezist']"
0,"['vaaaaai', 'esti', 'idolul']"
1,"['omul', 'cumparat', 'telefon', 'cumparat', 'telefon', 'destept', 'lei', 'vezi', 'camera', 'foto', 'pare', 'normal', 'anumite', 'asteptari', 'putin', 'subiective', 'isna', 'dincolo', 'faptul', 'omul', 'multumit', 'lasatio', 'moale', 'genul', 'reprici', 'malitioase', 'idioate', 'vezi', 'emil', 'bena', 'extrapoland', 'trebui', 'nicio', 'pretentie', 'niciun', 'feature', 'functia', 'baza', 'telefon', 'butoane', 'afisaj', 'matricial', 'albnegru', 'restul', 'plangeti']"
1,"['sunteti', 'hoti', 'ridicoli', 'scrieti', 'specificatii', 'lungimeaaaaaaaaaa', 'cablului']"
1,"['functionat', 'decat', 'ora', 'curs', 'apa', 'racoreste', 'raceste', 'teapa', 'lei', 'faceti', 'reclama', 'inselati', 'asteptarile', 'recomand']"
1,"['bag', 'pl', 'l', 'scapat', 'jos', 'cerneala', 's', 'facut', 'bucati']"
1,"['ajuns', 'returnat', 'saptamani', 'primit', 'email', 'pun', 'iarasi', 'produsul', 'pus', 'oara', 'vine', 'courierul', 'cere', 'bani', 'pt', 'colet', 'retardati']"
1,"['mizerie', 'recomand', 'laptop', 'strong', 'lng', 'faptul', 'c', 'modelul', 'trimis', 'lam', 'comandat', 'ncrctorul', 'slab', 'calitate', 'plasticul', 'ieftin', 'scris', 'puterea', 'adaptor', 'cablul', 'alimentare', 'greu', 'iese', 'greu', 'adaptor', 'mufei', 'n', 'laptop', 'lipsesc', 'pinii', 'laterali', 'cotul', 'iese', 'adaptor', 'laptop', 'st', 's', 'cada', 'n', 'caz', 'ncrctor', 'original', 'aa', 'l', 'comercializeaz', 'dac', 'comparai', 'ncrctor', 'original', 'lucru', 'vei', 'ajunge', 'concluzia', 'c', 'ncrctorul', 'laptop', 'strong', 'mare', 'mizerie', 's', 'zic', 'mouseul', 'cadou', 'primit', 'odat', 'achiziionarea', 'ncrctorului', 'bun', 'vrut', 'sl', 'vnd', 'aveam', 'lei', 'cumprtorului', 'cnd', 'vzut', 'c', 'firma', 'brila', 'neles', 'eapa', 'dac', 'tiam', 'comandam', 'preul', 'lei', 'fr', 'transport', 'ncrctor', 'merit', 'mcar', 'lei', 'presupun', 'c', 'mouse', 'gratis', 'fcea', 'gaur', 'n', 'buget', 'greeala', 'partea', 'emag', 'c', 'las', 'animale', 's', 'vnd', 'site', 'sper', 'dup', 'eveniment', 's', 'revocat', 'dreptul', 'comercializa', 'epe', 'emag', 'n', 'deznodmnt', 'apelai', 'aceast', 'frumusee', 'firm', 'altele', 'brila', 'mare', 'mizerie', 'ateptat', 'zile', 'ms', 'urgent', 'cargus', 'livrarea', 'n', 'maximum', 'zile', 'p', 's', 'dac', 'puteam', 's', 'stele', 'ddeam']"
1,"['descriere', 'scrie', 'plastic', 'realitate', 'sticla', 'pt', 'montat', 'bineinteles', 'crapat', 'imediat', 'inseamna', 'cumperi', 'emarket', 'lei', 'transportul', 'dracu', 'trimiti', 'traiasca', 'firmele', 'apartament']"
0,"['wait', 'cursurile', 'cm']"
1,"['post', 'tv', 'modaretori', 'manca', 'cacat']"
1,"['bai', 'gm', 'dute', 'netezetei', 'limba', 'c', 'uscat', 'bele', 'mb', 'mg', 's', 'zgrii']"
1,"['vb', 'prostii', 'atinge', 'hz', 'trebuie', 'cablu', 'dvi', 'adaptor', 'activ', 'pasive', 'gasiti', 'dati', 'search', 'google', 'stiti', 'faceti', 'acuzatii', 'prostesti', 'hdmi', 'poti', 'beneficia', 'decat', 'hz', 'cautati', 'internet', 'specificatiile', 'monitorului']"
1,"['produs', 'prost', 'putea', 'jepcariii', 'trimit', 'produsul', 'vreau', 'banii']"
1,['analfabet']
1,"['oameni', 'rahat', 'sunteti', 'puneti', 'aceleasi', 'review', 'uri', 'produsele', 'sunteti', 'prosti', 'puneti', 'produsele', 'aceleasi', 'reviewuri', 'identice']"
1,"['tana', 'alexandru', 'esti', 'curva', 'ordinara', 'domn', 'arnautu', 'gheorghe', 'ani', 'supravietuitor', 'terorii', 'comuniste', 'romania', 'tatal', 'nae', 'arnautu', 'firesc', 'greseasca', 'scrie', 'ani', 'scris', 'carti', 'bune', 'cautate', 'piata', 'culturala', 'scris', 'tana', 'stiu', 'mixer', 'bun', 'viteza', 'tapeteaza', 'casa', 'etc', 'etc', 'scris', 'viata', 'tarfulito']"
0,"['inlocuiesc', 'laptele']"
1,"['puii', 'stele']"
0,"['aparea', 'recomandate', 'video', 'bagam', 'seama', 'sinea', 'ziceam', 'stiu', 'intamplare', 'fapt', 'acu', 'luna', 'aparea', 'mam', 'uitat', 'ramas', 'terifiant', 'auzite', 'gandesc', 'intamplarea', 'sine', 'aproape', 'romania', 'milioane', 'oameni', 'vreme', 'evacuati', 'intoarca', 'viata', 'ingrozitor', 'probabil', 'sute', 'mii', 'ani', 'duca', 'complet', 'radiatiile', 'video', 'vizionat', 'vreau', 'fac', 'maraton', 'uitanduma', 'videourile', 'facandumi', 'placerea', 'informa', 'cate', 'putin']"
1,"['esti', 'bou']"
0,"['multumesc', 'recorder']"
1,"['mecanismul', 'miyota', 'gl', 'usd', 'rubine', 'gunoi', 'ceasul', 'rest', 'gunoi', 'rezista', 'apa', 'geamul', 'stica', 'inoxul', 'dala', 'linguri', 'ignoranti', 'impresioneze', 'ignoranti', 'seiko', 'orient', 'claude', 'bernard', 'vreti', 'cuart', 'elvetian', 'adevarat', 'fashion', 'plus', 'etc']"
1,"['retardatii', 'merita', 'insisi', 'obiect', 'merita', 'insusi', 'vecii', 'vecilor', 'simtiti', 'nevoia', 'adaugati', 'cuvinte', 'plus', 'bine', 'faceti', 'gargara', 'gaz', 'merita', 'simplu', 'eficient', 'ales', 'corect', 'putem', 'dezvata', 'obiceiurile', 'proaste', 'punem', 'intrebari', 'iesim', 'lume', 'deschidem', 'gura', 'facem', 'greseli', 'trebuie', 'murim', 'ignoranti', 'parere', 'supraestimata', 'insine', 'manca', 'mcdonalds', 'teai', 'mira', 'esti', 'obez', 'probleme', 'inima', 'evident', 'glanda', 'stii', 'trebuie', 'mearga', 'putin', 'mintea', 'dai', 'seama', 'esti', 'prost', 'ps', 'dreacu', 'stiti', 'fratilor', 'telefonul', 'vreau', 'vad', 'review', 'jucat', 'chestia', 'putin', 'saptamana', 'vorbim', 'vorbe']"
1,"['saracie', 'casti', 'sony', 'an', 'zile', 'merge', 'ireprosabil', 'efectiv', 'sti', 'vrei', 'prostule', 'esti']"
1,"['fac', 'ceasuri', 'luat', 'ceasuri', 'folie', 'zgariat', 'celalalt', 'zgariat', 'aprindea', 'aprindea', 'plus', 'banii', 'drum', 'primit', 'site', 'scrie', 'convin', 'produsele', 'primesti', 'banii']"
1,"['magari', 'prinda', 'banii', 'clientul', 'plateste', 'cardul', 'uita', 'mentioneze', 'culoare', 'stoc', 'bucati', 'cuverturi', 'ceruta', 'mare', 'sila', 'partenerii', 'lucreaza', 'emag', 'bacio', 'media', 'grup', 'rusine']"
0,"['ziua', 'azi', 'depinde', 'artisti', 'vedete', 'educatia', 'generatiilor', 'viitor', 'observat', 'tineri', 'iau', 'componentul', 'artistilor']"
1,"['aveati', 'garantie', 'ani', 'trimiso', 'pentu', 'adevarat', 'cumparato', 'matrix', 'curand', 'lumea', 'raspunde', 'neadevar']"
1,"['stergi', 'commentul', 'bag', 'pula', 'mata', 'chinezariile']"
1,"['esti', 'cioban']"
0,"['pare', 'comedie', 'tragica']"
1,"['frate', 'credei', 'scumpa', 'coste', 'aproape', 'lei']"
1,"['dute', 'dracu']"
0,"['buna', 'vreau', 'detalii', 'doresc', 'ajung', 'acolo', 'curand']"
1,"['bun', 'pana', 'dracu', 'pui', 'laptop', 'gaming', 'costa', 'lei', 'gb', 'ram', 'sloturi', 'porcarie']"
0,"['odata', 'vorbit', 'somn', 'trezit', 'mama', 'intrebe', 'spuneam']"
0,"['bine', 'arata', 'dute', 'sef', 'cutite']"
0,"['frumos', 'mami', 'acum']"
0,"['sant', 'baiat']"
1,"['esti', 'capu', 'placi', 'video']"
1,"['cumparat', 'aspirator', 'masina', 'lam', 'utilizat', 'pana', 'intro', 'ars', 'timp', 'foloseam', 'gasesc', 'garantia', 'trimit']"
1,"['sunteti', 'idioti', 'putea', 'cumpar', 'produs', 'efectiv', 'vad', 'argument', 'conecta', 'hdd', 'oare', 'poze', 'produsul', 'titlu', 'spuneti', 'mama', 'dracu', 'trage', 'hdd', 'hdd', 'idiot', 'rog', 'luminati']"
1,"['scaunul', 'vina', 'dl', 'cornel', 'vulnerabilitatile', 'dumneavoastra', 'sunteti', 'idealis', 'frustrat', 'impliniri', 'pretentii', 'lipsite', 'sens']"
1,"['sugi', 'pula', 'prost']"
1,"['esti', 'nebun']"
1,"['produsele', 'heinner', 'porcarii', 'cateva', 'defectat', 'repetat', 'inteleg', 'vinde', 'emagul']"
1,"['bravo', 'viitor', 'luminos', 'iarta', 'doamne', 'stie']"
1,"['finca', 'hp', 'pavilion', 'bun', 'pula']"
1,"['umfl', 'greu', 'vnt', 'trebui', 'alergi', 'salteaua', 'umfle', 'plus', 'dracu', 'lei', 'livrare', 'porcarie', 'merita', 'cumperi', 'emag', 'eap', 'livrarea', 'produsele']"
1,"['cred', 'c', 'eti', 'pltit', 's', 'bagi', 'vrjeli', 'auzi', 'bine', 'realizat', 'hmmmm']"
0,[]
0,"['hoti', 'romaniei', 'ntrun', 'singur', 'videoclip']"
0,"['trebuia', 'duci', 'filmezi', 'piciorul', 'elefantului']"
1,"['invata', 'intai', 'scrii', 'analfabetule', 'vii', 'aberatii', 'lei']"
0,"['ani', 'iesit', 'suuuper', 'mersi']"
0,['multumesc']
0,"['intamplat', 'odata', 'ifricosator']"
1,"['faci', 'bani', 'laptop', 'merita', 'iei', 'joci', 'cs', 'go', 'world', 'of', 'tanks', 'esti', 'prost']"
0,"['anii', 'furt', 'incompetenta']"
1,"['cate', 'stiu', 'folosi', 'limba', 'romana', 'stricati', 'des', 'roman', 'produs', 'achizitionat', 'fix', 'zile', 'cedat', 'sensul', 'tragea', 'lapte', 'recipient', 'emag', 'lam', 'returnat', 'speranta', 'achizitiona', 'model', 'pacate', 'putut', 'intrucat', 'diferenta', 'aproximativ', 'lei', 'decis', 'iau', 'model', 'acum', 'lei', 'scump', 'viata', 'iei', 'teapa']"
0,"['super', 'fain', 'acum', 'incerc', 'dorm']"
1,"['vazut', 'comentarii', 'rautacioase', 'uni', 'banii', 'telefon', 'extraordinar', 'bate', 'fund', 'smartphone', 'uri', 'firma', 'cunoscute', 'samsung', 's', 'luatil', 'incredere', 'vreme', 'extra']"
0,"['lam', 'luat', 'cracked']"
1,"['model', 'procesor', 'qualcomm', 'msm', 'snapdragon', 'quad', 'core', 'stii', 'citesti', 'descriere']"
0,"['mam', 'uitat', 'pana', 'inceput', 'so', 'criticati', 'kovesideacolo', 'rupt', 'filmul', 'critica', 'kovesi', 'mafia', 'fiindca', 'na', 'atacat', 'mafia', 'tara', 'decat', 'kovesi']"
0,"['super', 'tare', 'tatal', 'otiliei', 'folosesc', 'adobeul', 'audition', 'radio', 'acum', 'televiziunea', 'trebuie', 'invat', 'manuiesc', 'premiereul', 'antrenez', 'curs', 'miau', 'iesit', 'bine', 'pozitionarile']"
1,"['stii', 'faci', 'curat', 'scula']"
0,"['eti', 'scumpa', 'mare', 'succes', 'multumesc']"
0,"['romania', 'egal', 'zero', 'iliescu', 'aliati', 'blestemat', 'distrus', 'tara', 'actiunile']"
1,"['cumarati', 'sarlatanie', 'hotilor', 'departa', 'specificatii']"
1,"['sely', 'pare', 'fetitatrist']"
0,"['senzatia', 'cadere', 'intampla']"
1,"['daaaaaamn', 'this', 'shit', 'sooo', 'guuud', 'bagat', 'pretenii', 'acu', 'coaie', 'mam', 'sparttt', 'raaaau', 'jur', 'vai', 'dmn', 'bun', 'fumati', 'iarba', 'copii', 'legale', 'uitati', 'md', 'cartoanele', 'acasa']"
1,['drq']
0,"['gogosile', 'delicioase', 'arata', 'bine']"
0,"['groaznic', 'treci']"
1,"['mare', 'porcrie', 'plastic', 'asambleza', 'nuca', 'perete', 'venit', 'rupta', 'materiale', 'instruciuni', 'greu', 'asamblezi', 'cacadr', 'nesimii', 'gndesc', 'aa', 'permitei', 'batei', 'joc', 'clieni', 'halul', 'suntei', 'tmpii', 'mare', 'aa', 'recomand', 'mulumesc', 'emag']"
1,"['c', 'naiba', 'bagati', 'site', 'pretul', 'cva', 'd', 'lei', 'stoc', 'epuizat']"
0,"['pacat', 'munca', 'depusa', 'iesit', 'f', 'tari', 'reteta', 'rahat']"
1,"['pi', 'mir', 'c', 'copilul', 'iritaie', 'scutec', 'dup', 'luni', 'scutecele', 'trebuie', 'schimbate', 'des', 'des', 'odat', 'luni']"
0,"['felicitari', 'reportaj', 'ajungem', 'aflam']"
1,"['idiot', 'emag', 'postat', 'site', 'capacul', 'ceaunul', 'oti', 'cm', 'gura', 'ceaunului', 'mica', 'capacul', 'aseza', 'acolo', 'potriveste', 'maxim', 'capac', 'cm']"
0,"['lumea', 'n', 'general', 'prajitura', 'masa', 'ingredientele', 'n', 'speta', 'masa', 'prajitura', 'romaneasca', 'proasta', 'ingredientele', 'expirate', 'cas', 'dinainte', 'merita', 'soarta']"
0,"['traim', 'vremuri', 'grele']"
0,"['normal', 'tina', 'dorian', 'angajatul', 'antenei']"
1,"['conectate', 'fir', 'direct', 'laptop', 'mau', 'impresionat', 'fir', 'bassul', 'puternic', 'scadea', 'volumul']"
0,"['super', 'vlogul']"
1,"['secunde', 'intarziere', 'eating', 'shit', 'my', 'friend']"
0,[]
1,"['s', 'cac', 'parfumul']"
0,"['doua', 'sambata', 'consecutiva', 'fac', 'reteta', 'buna']"
1,"['aproape', 'telefoanele', 'incalzesc', 'min', 'asteptat', 'aproape', 'min', 'intru', 'operator', 'timp', 'bun', 'preturile', 'emag', 'bune', 'bine', 'emag', 'devenit', 'porcarie', 'alegeti', 'emag', 'gasiti', 'ieftin']"
1,"['niro', 'mister', 'peppy', 'telefonul', 'bani', 'comenteaza', 'plictiseala', 'neicanimeni', 'abtin', 'acord', 'titulaturi', 'cunosc', 'omul']"
1,"['modul', 'misca', 'bine', 'zic', 'misca', 'lau', 'furat', 'colegi', 'clasa', 'futule', 'mama']"
1,"['esti', 'prost']"
1,"['sigur', 'andrei', 'ichim', 'brand', 'cateva', 'bun', 'huawei', 'chinezesc', 'recomand', 'mate', 's', 'bate', 'iphonu', 'copiilor', 'alintati', 'bani', 'gata', 'fund']"
0,"['tigaie', 'foloseti', 'calire']"
0,"['superb', 'continuati', 'minunat', 'faceti', 'asteptam', 'noutati', 'alecsandra', 'vreau', 'gustare', 'gellato', 'italianooo']"
0,"['multumesc', 'data', 'felicitari']"
1,"['timpit', 'adaptor', 'fut', 'bateti', 'joc', 'oameni', 'tinpeniile', 'aveti', 'produse', 'cacatu']"
1,"['baieti', 'sunteti', 'sanatosi', 'sunteti', 'neamul', 'veoricai', 'pretul']"
0,"['vaccin', 'soareeu', 'nam', 'sal', 'fac']"
1,"['nite', 'rahaturi']"
1,"['esti', 'grasa', 'iesi', 'slabeste']"
1,"['ct', 'esti', 'prost', 'specificatile', 'tehnice', 'indiferent', 'culuoarea', 'produsului']"
1,"['limi', 'viata', 'babe', 'iau', 'telefonu', 'sper', 'apara', 'altu', 'curand', 'miam', 'aputat', 'limba', 'rest', 'bun', 'sper', 'iau', 'vecinului', 'vand', 'singurul', 'rinichi']"
1,"['mouse', 'prostule']"
0,"['vrut', 'documentar', 'continue', 'nca', 'ore', 'val', 'sentimente', 'emotii', 'credeam', 'starnite', 'respect', 'enorm', 'recorder']"
1,"['cica', 'sterge', 'ctp', 'jos', 'sters', 'mandreste', 'elselaru', 'notele', 'luate', 'bac', 'considera', 'antreprenor', 'dc']"
0,"['afnold', 'zwart', 'egari']"
0,"['daasa', 'trebuie', 'distrus', 'piept', 'ratapentru', 'exista', 'tara', 'niciun', 'restaurant', 'stea', 'michelin']"
1,"['numarul', 'facturii', 'testat', 'aparat', 'aparat', 'compari', 'senzorul', 'setarile', 'model', 'punct', 'vedere', 'fotografic', 'aparat', 'compact', 'entrylevel', 'rezistent', 'marca', 'ofera', 'suma', 'ofera', 'aparat', 'doresti', 'senzor', 'bun', 'setari', 'avansate', 'compact', 'trebuie', 'investesti', 'minim']"
1,"['plm', 'mici', 'durea', 'pl', 'acum', 'crescut', 'bine', 'decat', 'vreodata']"
